제품명,기능성,processed_text
제피로스-피,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골
제호보감(帝祜寶鑑),"1) 홍삼 : 면역력 증진 · 피로개선 · 혈소판 응집억제를 통한 혈액흐름 · 기억력 개선 · 항산화에 도움을 줄 수 있음. 
2) 옥타코사놀 함유 유지 : 지구력 증진에 도움을 줄 수 있음. ",홍삼 면역 피로 혈액 기억 항산화 옥 타코 놀 지구력
제황의 궁솔,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",피부 점막 상피세포 항산화 산소
제황의 궁솔(宮率),"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",피부 점막 상피세포 항산화 산소
젠 컴플렉스,① 간 건강에 도움을 줄 수 있음,간
젠타민 간건강,간 건강에 도움을 줄 수 있음.,간
젠타민 관절연골건강,관절 및 연골건강에 도움을 줄 수 있음.,관절 연골
젠타민 눈건강,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
2) 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",마리 골드 꽃 물 노화 감소 황반 색소 밀도 눈 헤 마토 코 쿠스 물 눈 피로 비타민 피부 점막 상피세포 비타민 항산화 산소
젠타민 미네랄8,"1) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
2) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
3) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
4) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
5) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
6) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
7) 몰리브덴 : 산화 · 환원 효소의 활성에 필요.
8) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",철 산소 운반 혈액 에너지 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
젠타민 비타민B군,"1) 비타민 B1 : 탄수화물과 에너지 대사에 필요.
2) 비타민 B2 : 체내 에너지 생성에 필요.
3) 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 비타민 B12 : 정상적인 엽산 대사에 필요.
5) 나이아신 : 체내 에너지 생성에 필요.
6) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
7) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
8) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.",비타민 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 나이아신 에너지 판토텐산 지방 단백질 에너지 엽산 혈액 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지
젠타민 스트레스 케어,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
2) 홍경천추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음.",테아닌 스트레스 긴장 완화 홍 물 스트레스 피로
젠타민 전립선건강,"1) 옥타코사놀함유유지 : 지구력 증진에 도움을 줄 수 있음.
2) 쏘팔메토열매추출물 : 전립선 건강의 유지에 도움을 줄 수 있음.
3) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.",옥 타코 놀 지구력 팔메 토 물 전립선 아연 면역
젠타민 체지방감소,"1) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음. 
2) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
3) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.",아캄 보지 물 지방 체지방 감소 판토텐산 지방 단백질 에너지 비오틴 지방 단백질 에너지
젠타민 칼슘플러스,"1) 폴리감마글루탐산 : 체내 칼슘흡수 촉진에 도움을 줄 수 있음.
2) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
3) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요.
4) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌. 
5) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",폴리 감마 글루탐산 칼슘 촉진 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 망간 뼈 에너지 산소
젠타민 피부건강,피부보습에 도움을 줄 수 있음.,피부 보습
젠타민 항산화,"1) 코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음
2) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
5) 셀렌 : 유해산소로부터 세포를 보호하는데 필요",코엔자임 항산화 혈압 감소 비타민 철 항산화 산소 비타민 항산화 산소 아연 면역 셀렌 산소
젠타민 혈당건강,"1) 바나바잎추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음.
2) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",바나바 잎 물 식후 혈당 상승 크롬 지방 단백질 관여
젠타민 혈행건강,"1) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음.
2) 홍국 : 혈중 콜레스테롤 개선에 도움을 줄 수 있음.
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",중성 지질 혈행 콜레스테롤 비타민 항산화 산소
젠틀 B,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
",비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지
젠틀엘리 키즈유산균,"1.프로바이오틱스
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

2.아연
①정상적인 면역기능에 필요
②정상적인 세포분열에 필요

3.비타민D
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌",프로바이오틱스 유산균 균 배변 장 아연 면역 비타민 칼슘 인 뼈 골다공증 감소
젠프로17큐,"① 간 건강에 도움을 줄 수 있음

①항산화에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요,1) 밀크씨슬추출물 : 간 건강에 도움을 줄 수 있음. 
2) 프로폴리스추출물 : 항산화에 도움을 줄 수 있음. 
3) 비타민B1 : 탄수화물과 에너지 대사에 필요.
4) 비타민B2 : 체내 에너지 생성에 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
7) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. ",간 항산화 에너지 에너지 철 산소 칼슘 인 뼈 골다공증 감소 면역 밀크 슬 물 간 프로폴리스 물 항산화 비타민 에너지 비타민 에너지 비타민 철 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
젠프로20,"1) 프로폴리스추출물 : 항산화에 도움을 줄 수 있음. 
2) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
3) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. ,1) 프로폴리스추출물 : 항산화에 도움을 줄 수 있음. 
2) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
3) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
",프로폴리스 물 항산화 비타민 철 항산화 산소 아연 면역 프로폴리스 물 항산화 비타민 철 산소 아연 면역
젠히알루론,"①피부보습에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요",피부 보습 철 산소
젤루 관절 연골 젤리스틱,[N-아세틸글루코사민] 관절 및 연골 건강·피부보습에 도움을 줄 수 있음,틸글루 코 민 관절 연골 피부 보습
젤리 잘크톤 망고맛,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[나이아신] ①체내 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",비타민 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 나이아신 에너지 아연 면역
젤리 잘크톤 망고맛(전량수출용),"[비타민 B1] 탄수화물과 에너지 대사에 필요

[비타민 B2] 체내 에너지 생성에 필요

[비타민 B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민 D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌

[나이아신] 체내 에너지 생성에 필요

[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요",비타민 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 나이아신 에너지 아연 면역
젤리 잘크톤 블루베리맛,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[나이아신] ①체내 에너지 생성에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",비타민 에너지 나이아신 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
젤리 잘크톤 튼튼&항균 프로폴리스,"[프로폴리스추출물] ①구강에서의 항균작용에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",프로폴리스 물 구강 항균 아연 면역
젤리 칼슘 잘크톤,"[칼슘]
①뼈와 치아 형성에 필요
②신경과 근육 기능 유지에 필요
③정상적인 혈액응고에 필요
④골다공증발생 위험 감소에 도움을 줌

[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 비타민 칼슘 인 뼈 골다공증 감소
젤리 컷 구미,"[가르시니아캄보지아추출물]
1. 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소
젤리몰리,"①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",면역 칼슘 인 뼈 골다공증 감소
젤리컷 플러스,"1) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음.
2) 히알루론산 : 피부보습에 도움을 줄 수 있음.",아캄 보지 물 지방 체지방 감소 히알루론산 피부 보습
젤리컷업,"1) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음. 
2) N-아세틸글루코사민 : 관절 및 연골 건강 · 피부보습에 도움을 줄 수 있음. 
3) 난소화성말토덱스트린 : 식후 혈당상승 억제 · 혈중 중성지질 개선 · 배변활동 원활에 도움을 줄 수 있음.",아캄 보지 물 지방 체지방 감소 틸글루 코 민 관절 연골 피부 보습 난소 화성 말토 덱스트린 식후 혈당 상승 중성 지질 배변
젤리푸푸,"1) 난소화성말토덱스트린 : 식후 혈당상승 억제·배변활동 원활에 도움을 줄 수 있음.
2) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요",난소 화성 말토 덱스트린 식후 혈당 상승 배변 마그네슘 에너지 신경 근육
젤크니(전량수출용),"유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 체내 에너지 생성에 필요",유산균 균 배변 장 칼슘 인 뼈 골다공증 감소 에너지
젤튼튼 면역&팝핑유산균,"[비타민 D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[프로바이오틱스]
유산균 증식 및 유해균 억제 ･배변활동 원활 ･장 건강에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 아연 면역 프로바이오틱스 유산균 균 배변 장
젤튼튼 키즈 알티지 오메가3 츄어블,"[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[베타카로틴]
어두운 곳에서 시각 적응을 위해 필요
피부와 점막을 형성하고 기능을 유지하는데 필요
상피세포의 성장과 발달에 필요

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[EPA 및 DHA 함유 유지]
혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 베타카로틴 피부 점막 상피세포 비타민 항산화 산소 아연 면역 중성 지질 혈행
젤튼튼 키즈 철분비타민 플러스,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] (1) 정상적인 엽산 대사에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요",비타민 철 항산화 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 엽산 혈액 태아 경관 혈액 시스테인 철 산소 운반 혈액 에너지
젤튼튼 키즈 칼슘앤마그네슘비타민D아연 츄어블,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 망간 뼈 에너지 산소
젤튼튼 키즈 프로바이오틱스 비타민D아연 이뮨,"[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",아연 면역 프로바이오틱스 유산균 균 배변 장 비타민 칼슘 인 뼈 골다공증 감소
젤튼튼 키즈멀티비타민미네랄 츄어블,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",비타민 피부 점막 상피세포 비타민 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 판토텐산 지방 단백질 에너지 엽산 혈액 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
젬무브 생생 기억력 플러스,"[홍삼제품]①면역력 증진②피로회복③혈소판 응집 억제를 통한 혈액흐름에 도움④기억력 개선⑤항산화에 도움을 줄 수 있습니다.
[레시틴 제품]①콜레스테롤 개선
 ",홍삼 면역 피로 회복 혈액 기억 항산화 레시틴 콜레스테롤
젬무브 생생 렉스파인 골드,"①혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 피부 점막 상피세포 칼슘 인 뼈 골다공증 감소 항산화 산소
젬무브 생생 알티지 오메가3,"[EPA 및 DHA 함유 유지] : 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음   
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 눈 눈 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소
젬무브 생생 이너핏 신바이오틱스(GEMMOVE SAENG SAENG INNER FIT SYNBIOTICS),"유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요,[프로바이오틱스] ① 유산균 증식 및 유해균 억제·배변활동 원활·장건강에 도움을 줄 수 있음
[프락토올리고당] ① 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",유산균 균 배변 장 장내 유익 균 배변 면역 프로바이오틱스 유산균 균 배변 장 프락 토 올리고당 장내 유익 균 배변 아연 면역
젬무브 생생 정일품,"[감마리놀렌산 함유 유지]
①혈중 콜레스테롤 개선･혈행개선에 도움을 줄 수 있음
②월경전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음
③면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[비타민 A]
①어두운 곳에서 시각 적응을 위해 필요
②피부와 점막을 형성하고 기능을 유지하는데 필요
③상피세포의 성장과 발달에 필요
[비타민 D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌
[비타민E]
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 비타민 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소
젬무브 생생큐(Q),"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",칼슘 인 뼈 골다공증 감소 면역
젬무브 생생효모 멀티비타민앤미네랄,"①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①정상적인 엽산 대사에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",에너지 에너지 단백질 아미노산 혈액 시스테인 지방 단백질 에너지 혈액 태아 경관 혈액 시스테인 에너지 지방 단백질 에너지 면역 엽산 칼슘 인 뼈 골다공증 감소
젬무브생생디앤알,"①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 엽산 대사에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요",에너지 에너지 단백질 아미노산 혈액 시스테인 에너지 혈액 태아 경관 혈액 시스테인 엽산 철 산소 칼슘 인 뼈 골다공증 감소 산소 면역 뼈 에너지 산소 철 운반 산소 산소
젬무브생생렉스플로,"[감마리놀렌산 함유 유지] ①혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 비타민 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소
젬무브생생엠에스엠,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골
젬무브생생칼슘,①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌,뼈 치아 신경 근육 혈액 골다공증 감소
젬무브생생화이버골드,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변
젬무브생생활력에너G,①정상적인 면역기능에 필요②정상적인 세포분열에 필요,면역
조류오메가3,"[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[비타민E]①유해산소로부터 세포를 보호하는데 필요
",오메가 지방산 중성 지질 혈행 비타민 산소
조삼원 고려 홍삼정 플러스,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화
조삼원 고려홍삼농축액 프리미엄,"①면역력 증진에 도움을 줄 수 있음
②피로개선에 도움을 줄 수 있음
③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음
④기억력 개선에 도움을 줄 수 있음
⑤항산화에 도움을 줄 수 있음
⑥갱년기 여성의 건강에 도움을 줄 수 있음",면역 피로 혈액 기억 항산화 갱년기 여성
조삼원 고려홍삼정골드,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화
조삼원홍삼순농축액,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성
