제품명,기능성,processed_text
슬림레시피뷰티플러스,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①피부보습에 도움을 줄 수 있음",지방 체지방 감소 피부 보습 줄 수
슬림부스터02,"[공익리놀레산] ①과체중인 성인의 체지방 감소에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",공익 리놀레산 과체중 성인 체지방 감소 줄 수 비타민 항산화 산소 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소
슬림뷰티업,"자외선에 의한 피부손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음(생리활성기능 2등급)
체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급)
피부보습에 도움을 줄 수 있음(생리활성기능 2등급)


①결합조직 형성과 기능유지에 필요
②철의 흡수에 필요
③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",자외선 피부 손상 피부 줄 수 생리 활 체지방 감소 줄 수 생리 활 피부 보습 줄 수 생리 활 철 항산화 산소
슬림앤글림,"1) 수국잎열수추출물(리세린지®) : 피부보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부건강 유지에 도움을 줄 수 있음, 체지방 감소에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
6) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
7) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
8) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.",수국 잎 물 리세 린지 피부 보습 줄 수 자외선 피부 손상 피부 줄 수 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 아연 면역 셀렌 산소
슬림업 플러스 뷰티,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[난소화성말토덱스트린 제품]①식후혈당상승 억제②배변활동 원활③혈중 지질 개선에 도움을 줄 수 있음
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
",아캄 보지 물 지방 체지방 감소 난소 화성 말토 덱스트린 식후 혈당 상승 배변 지질 줄 수 베타카로틴 곳 피부 점막 상피세포
슬림웨이 다이어트,"[해국추출물] (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[셀레늄(또는 셀렌)] 유해산소로부터 세포를 보호하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[히알루론산] 피부보습에 도움을 줄 수 있음",해국 물 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 셀레늄 셀렌 산소 비오틴 지방 단백질 에너지 생 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 프로바이오틱스 유산균 균 배변 장 줄 수 히알루론산 피부 보습 줄 수
슬림풀 모닝,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①체내 에너지 생성에 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",항산화 체지방 감소 콜레스테롤 줄 수 철 항산화 산소 항산화 산소 산소 칼슘 인 뼈 골다공증 감소 에너지 생 에너지 지방 단백질 에너지 생 곳 피부 점막 상피세포 에너지 생 면역
시그널플렉스(SIGNAL FLEX),"[알로에겔 제품]①피부건강·장 건강·면역력 증진에 도움을 줄 수 있음.
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
",알로에겔 피부 장 면역 줄 수 비타민 산소 아연 면역
시그니처 눈건강 루테인,"마리골드꽃추출물 (1) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
비타민A (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요",마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 비타민 곳 피부 점막 상피세포
시그니처 멀티비타민 맥스 22,"[비타민A] 어두운 곳에서 시각 적응을 위해 필요. 피부와 점막을 혈성하고 기능을 유지하는데 필요. 상피세포의 성장과 발달에 필요.
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요. 뼈의 형성과 유지에 필요. 골다공증발생 위험감소에 도움을 줌.
[비타민E] 유해산소로부터 세포를 보호하는데 필요.
[비타민K] 정상적인 혈액응고에 필요. 뼈의 구성에 필요.
[비타민B1] 탄수화물과 에너지 대사에 필요.
[비타민B2] 체네 에너지 생성에 필요.
[나이아신] 체내 에너지 생성에 필요.
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
[비타민B6] 단백질 및 아미노산 이용에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[엽산] 세포와 혈액생성에 필요. 태아 신경관의 정상 발달에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[비타민B12] 정상적인 엽산 대사에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요. 철의 흡수에 필요. 유해산소로부터 세포를 보호하는데 필요
[마그네슘] 에너지 이용에 필요. 신경과 근육 기능 유지에 필요.
[철] 체내 산소운반과 혈액생성에 필요. 에너지 생성에 필요.
[아연] 정상적인 면역기능에 필요. 정상적인 세포분열에 필요.
[구리] 철의 운반과 이용에 필요. 유해산소로부터 세포를 보호하는데 필요.
[셀레늄] 유해산소로부터 세포를 보호하는데 필요.
[요오드] 갑상선 호르몬의 합성에 필요. 에너지 생성에 필요. 신경발달에 필요.
[망간] 뼈 형성에 필요. 에너지 이용에 필요. 유해산소로부터 세포를 보호하는데 필요.
[몰리브덴] 산화·환원 효소의 활성에 필요.",비타민 곳 피부 점막 혈 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소 비타민 혈액 뼈 구성 비타민 에너지 비타민 체 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비오틴 지방 단백질 에너지 생 비타민 철 산소 마그네슘 에너지 신경 근육 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀레늄 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활
시그니처 멀티비타민 앤 미네랄,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
2) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
3) 비타민B1 : 탄수화물과 에너지 대사에 필요.
4) 비타민B2 : 체내 에너지 생성에 필요.
5) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
6) 비타민B12 : 정상적인 엽산 대사에 필요.
7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
8) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
9) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
10) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
11) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
15) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
16) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
17) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
20) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",테아닌 스트레스 긴장 완화 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
시그니처 파이토 이뮨,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 정상적인 엽산 대사에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

(1) 어두운 곳에서 시각 적응을 위해 필요
(2) 피부와 점막을 형성하고 기능을 유지하는데 필요
(3) 상피세포의 성장과 발달에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

-산화·환원 효소의 활성에 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

(1) 체내 에너지 생성에 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여",철 항산화 산소 에너지 단백질 아미노산 혈액 시스테인 엽산 산소 운반 혈액 생 에너지 생 칼슘 인 뼈 골다공증 감소 항산화 산소 혈액 뼈 구성 곳 피부 점막 상피세포 지방 단백질 에너지 생 철 운반 산소 산화 환원 효소 활 산소 에너지 생 지방 단백질 에너지 생 면역 갑상선 호르몬 에너지 생 뼈 에너지 산소 에너지 생 지방 단백질 관여
시그니처 히알루론산,"①피부보습에 도움을 줄 수 있음
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",피부 보습 줄 수 항산화 산소 곳 피부 점막 상피세포 칼슘 인 뼈 골다공증 감소
시너지 루테인,"①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌",기억 줄 수 혈행 줄 수 곳 피부 점막 상피세포 산소 철 산소 면역 노화 감소 수 황반 색소 밀도 눈
시리어스 뉴트리언트 원데이 멀티비타민&미네랄,"[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[몰리브덴] 산화･환원 효소의 활성에 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌
[비타민B12] 정상적인 엽산 대사에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요 
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[구리] 철의 운반과 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[비타민K] 정상적인 혈액응고에 필요 / 뼈의 구성에 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",비타민 철 항산화 산소 비타민 항산화 산소 크롬 지방 단백질 관여 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 몰리브덴 산화 환원 효소 활 아연 면역 망간 뼈 에너지 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 엽산 비타민 곳 피부 점막 상피세포 셀렌 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 구리 철 운반 산소 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
시서스 스포츠 버닝 워터,"[시서스추출물(제2018-14호)]
(국문) 체지방 감소에 도움을 줄 수 있음(생리활성기능)
(영문) May help to reduce body fat

[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B1]
탄수화물과 에너지 대사에 필요

[비타민B2]
체내 에너지 생성에 필요",스 물 호 체지방 감소 줄 수 생리 활 비타민 철 항산화 산소 망간 뼈 에너지 산소 비타민 항산화 산소 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생
시서스 원 다이어트 파우더,"[시서스추출물] (국문) 체지방 감소에 도움을 줄 수 있음(생리활성기능) / (영문) May help to reduce body fat

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",스 물 체지방 감소 줄 수 생리 활 비타민 철 항산화 산소 비타민 항산화 산소 비타민 곳 피부 점막 상피세포 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생
시서스휴다이어트,"1) 시서스추출물 : 체지방 감소에 도움을 줄 수 있음.
2) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요. 
3) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
5) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. ",스 물 체지방 감소 줄 수 비타민 곳 피부 점막 상피세포 비타민 철 항산화 산소 비타민 항산화 산소 비오틴 지방 단백질 에너지 생
시어 더 모이스처 글로우,"(국문)
1. 피부 보습에 도움을 줄 수 있음 
2. 자외선에 의한 피부 손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음 
(영문)
1. Help to maintain skin moisturizing
2. Help to maintain skin health from skin damage by UV radiation

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",피부 보습 줄 수 자외선 피부 손상 피부 줄 수 철 항산화 산소 에너지 단백질 아미노산 혈액 시스테인 에너지 생 지방 단백질 에너지 생
시크릿 석류,"[석류추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[감마리놀렌산 함유 유지] 혈중 콜레스테롤 개선·혈행개선·피부상태 개선·월경전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌",석류 물 갱년기 여성 줄 수 감마 리놀렌산 콜레스테롤 혈행 피부 상태 경전 변화 상태 줄 수 비타민 칼슘 인 뼈 골다공증 감소
시크릿 클리어 ,[허니부쉬추출발효분말(제2017-3호)] 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음,허니 부쉬 발효 분말 호 자외선 피부 손상 피부 줄 수
시크릿미 다이어트 칼로리셋 비포,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요",지방 체지방 감소 곳 피부 점막 상피세포 에너지 단백질 아미노산 혈액 시스테인 에너지 생
시크릿미 다이어트 칼로리셋 시너지,"①과체중인 성인의 체지방 감소에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요",과체중 성인 체지방 감소 줄 수 곳 피부 점막 상피세포 산소
식물성 rTG 오메가3,"[EPA및DHA함유유지]
혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 눈 눈 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소
식물성 멀티생유산균,"면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

유산균 증식 및 유해균 억제 · 배변활동 원활 · 장건강에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",면역 과민반응 피부 상태 줄 수 유산균 균 배변 장 줄 수 면역
식물성 알티지 오메가3 루테인 플러스,"1) EPA및DHA함유유지 : 혈중 중성지질 개선 · 혈행 개선 · 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.
2) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음. 
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",중성 지질 혈행 눈 눈 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소
식물성 알티지오메가3 80,"[EPA 및 DHA 함유유지 ① 혈중 중성지질 개선에 도움을 줄 수 있음 ② 혈행개선에 도움을줄 수 있음 ③ 건조한 눈을 개선하여 눈 건강에도움을 줄 수 있음
[비타민 A]① 어두운 곳에서 시각 적응을 위해필요 ② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요
[비타민 E]① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 줄 수 혈행 줄 수 눈 눈 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소
식물성 알티지오메가3 아이케어,"[EPA 및 DHA 함유 유지]혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[마리골드꽃추출물]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",중성 지질 혈행 눈 눈 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 비타민 곳 피부 점막 상피세포
식물성 유산균 스킨,"[과채유래유산균(L.plantarum CJLP133)]면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음, 유산균 증식 및 유해균 억제·배변활동 원활·장건강에 도움을 줄 수 있음",과채 유래 유산균 면역 과민반응 피부 상태 줄 수 유산균 균 배변 장 줄 수
식물성알티지(rTG)오메가3,"- EPA 및 DHA 함유 유지 : 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음, 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 줄 수 눈 눈 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소
식물유래 알티지 오메가-3,"EPA 및 DHA 함유 유지 : (1) 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음 (2) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
베타카로틴 : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 줄 수 눈 눈 줄 수 베타카로틴 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소
식후혈당상승억제에도움을줄수있는생그린스피바나바,"[스피루리나 제품]①피부건강에 도움을 줄 수 있음 ②항산화에 도움을 줄 수 있음 
[바나바잎 추출물 제품]식후 혈당상승 억제에 도움을 줄 수 있음
",스피루리나 피부 줄 수 항산화 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
신경근육에너지 특급,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 어두운 곳에서 시각 적응을 위해 필요
(2) 피부와 점막을 형성하고 기능을 유지하는데 필요
(3) 상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 정상적인 엽산 대사에 필요

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",곳 피부 점막 상피세포 곳 피부 점막 상피세포 칼슘 인 뼈 골다공증 감소 엽산 에너지 신경 근육 철 운반 산소 뼈 에너지 산소
신경엔 마그네슘,"①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①정상적인 엽산 대사에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",에너지 신경 근육 곳 피부 점막 상피세포 엽산 칼슘 인 뼈 골다공증 감소 곳 피부 점막 상피세포 철 운반 산소 뼈 에너지 산소
신미보 미(美) 석류골드 플러스,"- 석류농축액(제2014-22 호) : 갱년기 여성의 건강에 도움을 줄 수 있음 (생리활성기능 2등급), 피부보습에 도움을 줄 수 있음, 자외선에 의한 피부 손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음",석류 농축액 호 갱년기 여성 줄 수 생리 활 피부 보습 줄 수 자외선 피부 손상 피부 줄 수
